category,amt,gender,street,city,state,zip,city_pop,job,age,day_of_week,transaction_min,transaction_hour,transaction_date,transaction_month,transaction_distance,is_fraud
Entertainment,2.78,Female,3270 Scott Islands,East Andover,Maine,4226,190,Animal nutritionist,49,Wednesday,5,18,5,6,84.33776944544309,0
Gas Transport,60.51,Male,16285 Jessica Lights,Birmingham,Alabama,35229,493806,Musician,39,Thursday,54,3,28,2,79.11618852690745,0
Grocery Pos,82.93,Male,2851 Foster Shoals,Schaefferstown,Pennsylvania,17088,823,Gaffer,37,Thursday,7,6,5,12,73.12414779254249,0
Food Dining,43.95,Female,31281 Thomas Inlet,Montrose,New York,10548,3487,Race relations officer,59,Saturday,52,9,6,7,50.625795354551386,0
Shopping Net,9.83,Male,0611 Stafford Valley Suite 504,Naples,Florida,34112,276002,"Programme researcher, broadcasting/film/video",40,Friday,12,18,23,8,90.80521811282777,0
Home,38.63,Female,91542 Marissa Shores Apt. 053,Oran,Iowa,50664,53,Sports administrator,47,Wednesday,20,12,4,9,108.68281407127795,0
Personal Care,7.73,Female,77921 Costa Villages,Eugene,Oregon,97403,191096,"Scientist, physiological",56,Sunday,58,21,26,4,36.66571433677869,0
Travel,2.27,Female,4664 Sanchez Common Suite 930,Bradley,South Carolina,29819,1523,Research scientist (physical sciences),36,Saturday,59,21,25,1,82.00857892479854,0
Travel,4.48,Male,572 Davis Mountains,Lake Jackson,Texas,77566,28739,Futures trader,21,Monday,21,17,6,4,69.64052242581201,0
Grocery Pos,215.57,Female,670 Le Meadows Suite 250,Lakeland,Florida,33811,237282,Clothing/textile technologist,41,Sunday,28,2,2,2,112.12342677401126,0
Entertainment,28.52,Female,302 Christina Islands,Smiths Grove,Kentucky,42171,6841,"Therapist, sports",20,Saturday,55,17,7,12,40.49354171599411,0
Kids Pets,109.63,Male,431 Tracy Expressway,Milner,Georgia,30257,4138,Field seismologist,50,Monday,17,22,23,12,97.34534681523739,0
Food Dining,69.96,Female,26544 Andrea Glen,Goodrich,Michigan,48438,6951,Learning disability nurse,35,Wednesday,45,22,22,1,65.41436221602967,0
Travel,3.47,Female,0665 Lisa Alley,Winger,Minnesota,56592,516,Applications developer,53,Wednesday,1,14,11,12,60.33049932195764,0
Grocery Pos,177.01,Female,144 Evans Islands Apt. 683,Burbank,Washington,99323,3684,Musician,38,Thursday,14,9,5,12,113.48857576150658,0
Personal Care,6.43,Female,76752 David Lodge Apt. 064,Breesport,New York,14816,520,Psychotherapist,28,Sunday,15,15,1,12,35.05557836808057,0
Shopping Pos,4.28,Male,383 Contreras Hills Suite 658,Humble,Texas,77338,194500,Tax adviser,30,Monday,3,23,23,3,127.31919416500727,0
Gas Transport,50.19,Female,19838 Tonya Prairie Apt. 947,Rocky Mount,Missouri,65072,1847,Tax inspector,31,Tuesday,46,3,9,4,81.03393368532396,0
Grocery Net,47.59,Male,85344 Smith Gateway Apt. 280,Harrodsburg,Indiana,47434,76,Social researcher,65,Wednesday,22,2,8,4,71.74585646732588,0
Gas Transport,39.56,Male,5901 Foster Pine,Kenner,Louisiana,70062,68211,"Engineer, petroleum",78,Sunday,55,7,25,8,80.14842009744972,0
Gas Transport,62.45,Female,7178 Willis Drive,Hooper,Nebraska,68031,1745,"Engineer, automotive",46,Thursday,0,6,12,9,85.90706521686388,0
Shopping Net,1.64,Female,350 Stacy Glens,Spencer,South Dakota,57374,343,"Development worker, international aid",48,Friday,38,21,24,4,77.72080426425833,0
Food Dining,63.43,Female,07177 William Dale Apt. 547,Santa Monica,California,90403,92043,"Civil engineer, contracting",59,Thursday,33,19,14,5,70.80391731394383,0
Grocery Net,51.14,Male,529 Joshua Knoll Apt. 511,Lonetree,Wyoming,82936,49,Research scientist (physical sciences),38,Monday,8,10,9,12,72.06554298206797,0
Shopping Net,1.61,Male,1833 Jeanette Stravenue,Belgrade,Montana,59714,18182,"Engineer, drilling",45,Tuesday,29,22,7,1,75.11870925477176,0
Entertainment,11.74,Female,6447 Johnson Estates Apt. 986,Roosevelt,Oklahoma,73564,551,Amenity horticulturist,49,Thursday,50,23,26,12,103.1936353713839,0
Misc Pos,6.44,Female,6881 King Isle Suite 228,Higganum,Connecticut,6441,5438,"Librarian, academic",55,Sunday,29,6,25,8,87.29262057010071,0
Kids Pets,148.35,Male,384 Newman Forks Apt. 370,Belmond,Iowa,50421,3032,Community pharmacist,55,Friday,37,23,23,8,95.88722200829652,0
Travel,7.79,Male,870 Rocha Drive,Harrington Park,New Jersey,7640,4664,"Radiographer, diagnostic",55,Monday,44,22,27,4,34.126518158068556,0
Misc Pos,14.25,Male,27386 Snyder Station,Oxford,Michigan,48371,24840,Agricultural consultant,60,Wednesday,48,9,11,3,106.70071519308252,0
Misc Pos,15.37,Male,70858 Jasmine Meadows Apt. 135,Lima,Ohio,45801,86954,"Copywriter, advertising",27,Wednesday,46,21,18,12,99.36261317830633,0
Grocery Pos,94.45,Male,212 Mary Stream,Arcadia,Michigan,49613,680,"Designer, jewellery",54,Monday,41,8,18,5,100.84092365469013,0
Personal Care,91.14,Female,0069 Robin Brooks Apt. 695,Elberta,Michigan,49628,372,"Exhibitions officer, museum/gallery",24,Wednesday,52,23,27,3,28.24793283939523,0
Gas Transport,52.75,Male,062 Poole Hollow Apt. 815,Deadwood,South Dakota,57732,1979,Multimedia programmer,49,Saturday,8,10,15,6,62.76705166478866,0
Misc Pos,3.28,Female,682 Mills Way Apt. 814,Rule,Texas,79548,932,"Physicist, medical",65,Sunday,36,5,31,3,72.80449074462992,0
Grocery Pos,80.3,Female,9471 Wong Islands,Mansfield,Ohio,44902,92985,Press photographer,51,Saturday,30,2,5,10,45.07501193918935,0
Shopping Net,4.6,Male,1833 Jeanette Stravenue,Belgrade,Montana,59714,18182,"Engineer, drilling",44,Wednesday,33,19,20,11,62.90565424752761,0
Home,73.51,Female,7202 Jeffrey Mills,Conway,Washington,98238,85,"Research officer, political party",35,Saturday,4,23,15,6,44.549155636368496,0
Misc Pos,9.89,Male,7118 Jessica Unions Apt. 789,Moriarty,New Mexico,87035,7268,"Therapist, art",31,Saturday,27,17,28,12,99.08029158990725,0
Health Fitness,48.19,Male,094 Owens Underpass,Norwalk,California,90650,105549,Firefighter,47,Thursday,29,22,19,3,126.99624891568037,0
Shopping Pos,5.26,Male,7118 Jessica Unions Apt. 789,Moriarty,New Mexico,87035,7268,"Therapist, art",31,Monday,14,22,30,12,123.37110074105956,0
Home,113.8,Female,010 Weaver Land,Carlotta,California,95528,1139,"Therapist, occupational",68,Sunday,3,13,15,12,40.80203560602839,0
Misc Net,63.08,Female,3379 Williams Common,Littleton,Colorado,80120,320420,Water engineer,44,Wednesday,58,0,25,12,68.54245804814055,0
Food Dining,22.56,Female,6033 Young Track Suite 804,East Canaan,Connecticut,6024,647,Comptroller,32,Thursday,1,23,23,5,120.46050256948732,0
Shopping Pos,138.97,Male,24191 Elizabeth Mill,Bolivar,Pennsylvania,15923,1770,"Administrator, local government",25,Wednesday,56,13,25,12,74.16808690030673,0
Shopping Net,4.45,Male,354 Gutierrez Gateway,Comfrey,Minnesota,56019,914,Health and safety adviser,76,Friday,40,9,15,5,57.67105609272397,0
Grocery Net,43.58,Female,03030 White Lakes,Grandview,Texas,76050,5875,"Radiographer, therapeutic",28,Tuesday,40,4,5,5,134.12492649179697,0
Misc Net,5.92,Male,9379 Vanessa Run Apt. 400,Lohrville,Iowa,51453,695,Administrator,65,Sunday,16,3,21,7,43.08053986725268,0
Grocery Pos,88.35,Male,13613 Hammond Ferry,Clutier,Iowa,52217,590,"Embryologist, clinical",66,Saturday,3,3,23,11,69.10655720443545,0
Food Dining,155.55,Female,166 Lisa Fords,Greenwood,Indiana,46143,78968,Financial adviser,52,Thursday,35,2,9,1,73.9182740211532,0
Personal Care,141.23,Female,8152 Brittany Centers,Dallas,Texas,75218,1263321,"Designer, ceramics/pottery",44,Saturday,27,15,19,10,116.09991910736433,0
Health Fitness,4.58,Male,478 Alexandria Mount,Bolton,North Carolina,28423,2290,"Engineer, biomedical",75,Sunday,41,22,5,1,47.087117760957376,0
Misc Net,5.87,Female,199 Patterson Fords Apt. 132,Naples,Florida,34112,276002,"Pilot, airline",85,Wednesday,27,9,10,4,125.23825999085341,0
Shopping Net,142.99,Female,1323 Derek Mission,Noonan,North Dakota,58765,248,Industrial/product designer,51,Saturday,31,10,27,7,61.14413284998028,0
Kids Pets,154.26,Male,785 Kevin Walk Suite 237,Brainard,Nebraska,68626,614,Associate Professor,52,Friday,10,19,22,11,98.83489893989231,0
Food Dining,12.74,Male,821 Solis Points,Muskegon,Michigan,49440,128715,Historic buildings inspector/conservation officer,25,Thursday,44,18,21,5,69.40238425523314,0
Misc Net,84.31,Male,941 Adam Stravenue,Nazareth,Texas,79063,686,Petroleum engineer,39,Monday,30,5,3,6,113.4952895414997,0
Health Fitness,48.57,Male,7428 Martinez Flats,Melbourne,Florida,32935,139650,Database administrator,63,Sunday,32,23,12,4,64.49381116528825,0
Food Dining,6.34,Male,0356 Sarah Light,Ballwin,Missouri,63021,92608,"Engineer, communications",18,Sunday,58,17,17,11,37.63956049530319,0
Gas Transport,42.89,Male,3304 Hernandez Run,Afton,Michigan,49705,937,Technical brewer,62,Monday,43,3,11,5,61.68796528395131,0
Shopping Pos,1.15,Male,5569 Phillips Neck Apt. 003,Coffeeville,Mississippi,38922,3451,Financial trader,35,Friday,4,13,12,7,96.99428894330387,0
Gas Transport,71.18,Male,954 Green Wall,Churubusco,Indiana,46723,7692,"Research officer, trade union",34,Saturday,5,4,1,2,80.01601688003669,0
Home,54.7,Female,83719 Wilson Shore,Heislerville,New Jersey,8324,526,Exercise physiologist,79,Wednesday,24,20,23,10,80.70131881229878,0
Kids Pets,7.43,Female,63542 Luna Brook Apt. 012,Notrees,Texas,79759,23,Cytogeneticist,51,Monday,7,18,24,2,91.63189729798576,0
Gas Transport,66.87,Male,776 Martin Ridge,Newton,New Hampshire,3858,4603,"Therapist, music",67,Sunday,51,1,9,6,98.99712842280353,0
Grocery Net,41.27,Female,5796 Lee Coves Apt. 286,Walnut Ridge,Arkansas,72476,7155,"Engineer, control and instrumentation",42,Saturday,23,9,5,1,107.34455628374792,0
Health Fitness,38.04,Female,43075 Cohen Shoals,Ashford,Washington,98304,759,Video editor,64,Friday,56,22,13,3,49.48160339806892,0
Misc Net,7.57,Female,55505 Christy Via,Hawley,Minnesota,56549,4508,Naval architect,70,Thursday,11,10,19,12,108.87103055387628,0
Health Fitness,91.48,Female,44259 Beth Station Suite 215,Lahoma,Oklahoma,73754,1078,"Programme researcher, broadcasting/film/video",67,Monday,42,19,25,3,86.04266025936468,0
Personal Care,9.38,Female,29606 Martinez Views Suite 653,Hinesburg,Vermont,5461,4542,Claims inspector/assessor,21,Saturday,42,23,20,4,100.24643963221277,0
Gas Transport,77.3,Male,956 Sanchez Highway,Mallie,Kentucky,41836,798,Facilities manager,94,Friday,24,10,3,1,52.55159276374764,0
Kids Pets,57.13,Male,4319 Watson Shoals Suite 658,Falconer,New York,14733,3833,Metallurgist,50,Monday,4,12,3,2,98.56261867868274,0
Grocery Pos,47.33,Male,8738 Richard Brooks,Moab,Utah,84532,9772,Location manager,30,Thursday,18,2,29,8,31.15751849955972,0
Misc Net,4.95,Female,4456 Dunn Roads,Meredith,Colorado,81642,61,Public relations account executive,80,Saturday,10,11,22,6,40.20653771647064,0
Travel,9.14,Female,7402 West Ranch,Lowell,Oregon,97452,1420,Systems analyst,54,Tuesday,46,21,7,5,51.31258356084703,0
Travel,7.45,Female,154 Hernandez Keys,Smith River,California,95567,1930,Web designer,36,Saturday,18,18,2,11,98.46320320393848,0
Health Fitness,7.58,Male,822 Austin Spur,North Judson,Indiana,46366,5791,"Doctor, general practice",61,Sunday,42,15,26,4,78.31881210598357,0
Health Fitness,72.98,Male,426 Mark Ports,Brooklin,Maine,4616,824,"Loss adjuster, chartered",46,Sunday,3,16,7,6,51.66233478090544,0
Home,63.4,Female,36366 Smith Road,Miamisburg,Ohio,45342,36784,"Investment banker, corporate",78,Saturday,51,18,25,5,104.97106333090741,0
Kids Pets,42.63,Male,74835 Garner Point,Ruth,Nevada,89319,450,Interpreter,74,Sunday,45,17,31,5,57.02439852627955,0
Food Dining,6.87,Female,94431 Matthew Mall Suite 296,Plymouth,Connecticut,6782,2376,Herpetologist,47,Monday,33,15,10,2,70.22994530772716,0
Kids Pets,178.03,Female,2481 Mills Lock,Plainfield,New Jersey,7060,71485,Leisure centre manager,46,Friday,59,15,3,1,62.81798094876834,0
Health Fitness,72.65,Male,8850 Jessica Center,Atlantic,Virginia,23303,741,"Geologist, engineering",34,Sunday,23,16,31,5,31.819595938746005,0
Kids Pets,140.17,Male,4319 Watson Shoals Suite 658,Falconer,New York,14733,3833,Metallurgist,49,Wednesday,48,23,20,11,21.530193941085184,0
Personal Care,19.79,Female,3872 Matthew Skyway,Paris,Mississippi,38949,297,"Administrator, local government",58,Saturday,51,15,12,10,97.64530119578274,0
Misc Pos,6.79,Female,2807 Parker Station Suite 080,Stanchfield,Minnesota,55080,2607,"Lecturer, further education",24,Sunday,54,23,26,5,76.732230215628,0
Kids Pets,62.54,Male,079 Chelsea Rest,Belfast,New York,14711,1766,Mechanical engineer,58,Tuesday,27,17,16,6,50.7161107117325,0
Gas Transport,73.61,Female,477 Wheeler Burg,Amanda,Ohio,43102,4512,Farm manager,27,Sunday,45,9,7,7,72.48854750327747,0
Misc Pos,3.75,Female,2807 Parker Station Suite 080,Stanchfield,Minnesota,55080,2607,"Lecturer, further education",24,Wednesday,31,17,11,9,66.92037747330642,0
Shopping Net,5.35,Female,382 Williams Stream Suite 197,Scotland,Maryland,20687,313,Insurance underwriter,44,Wednesday,56,21,13,5,56.40795290044857,0
Health Fitness,113.58,Female,5654 Peterson Land,Ridgeland,Mississippi,39157,24645,"Scientist, clinical (histocompatibility and immunogenetics)",53,Sunday,20,20,29,12,115.97791694419112,0
Grocery Pos,114.11,Male,7020 Doyle Stream Apt. 951,Mesa,Idaho,83643,129,Cartographer,54,Wednesday,49,8,10,4,75.86556162186307,0
Shopping Pos,1.61,Male,3653 Ryan Crossroad,Andrews,Indiana,46702,2304,Retail banker,65,Friday,10,7,28,2,93.9089777954024,0
Shopping Pos,4.95,Female,125 Kristen Dale,Grand Ridge,Florida,32442,3699,Art gallery manager,71,Monday,27,8,27,5,122.01888506639598,0
Personal Care,4.38,Female,3423 Michael Canyon Suite 276,River,Kentucky,41254,571,Quarry manager,88,Sunday,3,18,4,8,56.87244861956828,0
Health Fitness,21.09,Male,126 Underwood Drive,San Diego,California,92128,1241364,Chartered public finance accountant,60,Sunday,57,13,4,8,75.60103287839802,0
Misc Pos,6.77,Male,6340 Jeffrey Dale,Thornville,Ohio,43076,9051,Audiological scientist,37,Sunday,5,17,8,3,15.16865300321762,0
Entertainment,68.75,Male,0371 Aimee Neck Suite 856,Sacramento,California,95827,757530,Magazine features editor,40,Sunday,38,13,17,2,114.31967648770608,0
Misc Net,1.19,Female,916 Charles Road,Bowersville,Ohio,45307,338,Quantity surveyor,31,Saturday,16,15,7,12,81.23337927964522,0
Grocery Pos,106.44,Female,89297 Wilson Green Suite 601,Moscow,Iowa,52760,533,Chief Technology Officer,29,Saturday,44,6,9,2,80.3822049315876,0
Shopping Net,3.36,Male,977 Rita Grove Apt. 000,Rock Tavern,New York,12575,2258,Building surveyor,82,Monday,7,8,20,5,86.0235862983867,0
Health Fitness,75.48,Male,2851 Foster Shoals,Schaefferstown,Pennsylvania,17088,823,Gaffer,37,Sunday,24,13,22,12,77.61619202658603,0
Personal Care,86.42,Male,7377 Walton Extensions Apt. 979,Dallas,Texas,75236,1263321,"Designer, interior/spatial",67,Sunday,39,20,19,5,62.166770673404855,0
Shopping Pos,10.31,Female,320 Nicholson Orchard,Thompson,Utah,84540,46,"Surveyor, minerals",32,Monday,30,22,30,9,93.19048623861167,0
Health Fitness,41.77,Male,2123 Jonathan Falls Suite 753,Heiskell,Tennessee,37754,4729,"Geologist, wellsite",37,Saturday,22,20,3,8,116.28125168991711,0
Grocery Pos,126.04,Male,7314 Johnson Square Apt. 296,Parkers Lake,Kentucky,42634,1565,"Designer, industrial/product",51,Monday,12,4,3,6,71.51742626955479,0
Shopping Pos,18.21,Female,1441 Bradley Place,Grover,North Carolina,28073,5621,Toxicologist,47,Sunday,2,22,24,5,64.80639728570104,0
Entertainment,50.93,Male,830 Myers Plaza Apt. 384,Edmond,Oklahoma,73034,116001,Media buyer,26,Thursday,53,12,4,4,138.11711621730024,0
Grocery Net,46.07,Female,3379 Williams Common,Littleton,Colorado,80120,320420,Water engineer,44,Monday,32,1,18,11,93.24822600262326,0
Grocery Pos,121.54,Female,07177 William Dale Apt. 547,Santa Monica,California,90403,92043,"Civil engineer, contracting",58,Sunday,51,6,14,4,113.41301425346039,0
Kids Pets,16.91,Female,03368 Michelle Trail,Gregory,Arkansas,72059,37,"Lecturer, further education",61,Sunday,26,23,7,7,85.99003642544278,0
Kids Pets,10.35,Female,118 Cabrera Springs Apt. 105,Lanark Village,Florida,32323,217,Television production assistant,29,Sunday,15,22,27,10,74.97326350632954,0
Entertainment,51.95,Male,7020 Doyle Stream Apt. 951,Mesa,Idaho,83643,129,Cartographer,54,Wednesday,33,22,17,4,125.63551633505912,0
Gas Transport,53.34,Male,1339 Johnson Landing Suite 007,De Lancey,New York,13752,782,Chartered accountant,19,Sunday,24,4,31,3,104.97674026413176,0
Misc Pos,3.19,Female,3325 Gregory Square,Mount Clemens,Michigan,48043,16305,"Psychologist, sport and exercise",92,Saturday,27,11,29,6,36.36182381676097,0
Grocery Pos,81.65,Female,76752 David Lodge Apt. 064,Breesport,New York,14816,520,Psychotherapist,28,Monday,48,5,29,7,107.92193979351934,0
Home,19.36,Male,574 Patricia Extensions,Lubbock,Texas,79413,254282,"Doctor, general practice",67,Saturday,36,22,14,12,80.75538121578208,0
Food Dining,4.68,Male,9379 Vanessa Run Apt. 400,Lohrville,Iowa,51453,695,Administrator,66,Wednesday,44,16,26,2,108.87013038865082,0
Shopping Net,11.03,Female,9412 Harris Mews,O Brien,Texas,79539,178,Warden/ranger,36,Monday,50,15,28,1,88.41840181524692,0
Kids Pets,80.07,Female,582 Rodriguez Wells,Albuquerque,New Mexico,87109,641349,Civil Service administrator,43,Saturday,3,12,1,6,67.91139275005467,0
Travel,1.21,Female,3522 Park Wells Suite 528,Cleveland,Texas,77327,34153,Building surveyor,24,Saturday,25,17,30,11,88.55403522092324,0
Gas Transport,82.33,Female,144 Martinez Curve,Central,Indiana,47110,350,Counsellor,64,Monday,15,8,8,7,100.32342302725348,0
Home,86.28,Male,4319 Watson Shoals Suite 658,Falconer,New York,14733,3833,Metallurgist,50,Sunday,8,16,1,3,95.53162514163337,0
Misc Pos,4.56,Male,793 Hooper Tunnel Suite 154,Burke,Virginia,22015,43102,Health visitor,69,Thursday,2,4,21,3,85.73209060842734,0
Kids Pets,19.59,Female,94431 Matthew Mall Suite 296,Plymouth,Connecticut,6782,2376,Herpetologist,46,Sunday,3,16,15,9,43.64413952960168,0
Gas Transport,83.89,Male,6274 David Oval Suite 725,Scarborough,Maine,4074,18760,Make,87,Monday,6,1,8,6,57.70776456110659,0
Personal Care,9.96,Female,234 Bridges Wells Apt. 389,Center Tuftonboro,New Hampshire,3816,1368,"Optician, dispensing",49,Monday,54,15,6,1,117.1054872702071,0
Travel,5.97,Male,0701 John Ranch,Portland,Oregon,97210,841711,"Engineer, building services",56,Tuesday,45,19,12,2,56.632945534015235,0
Grocery Pos,125.8,Female,5884 Sandoval Square Apt. 371,Allenhurst,New Jersey,7711,1533,"Administrator, charities/voluntary organisations",85,Saturday,20,5,20,6,93.32145961718479,0
Home,18.17,Female,382 Williams Stream Suite 197,Scotland,Maryland,20687,313,Insurance underwriter,43,Sunday,34,21,1,9,138.5011085323042,0
Home,54.74,Female,2193 Osborne Run Apt. 789,Moro,Illinois,62067,2401,"Buyer, industrial",47,Sunday,14,12,25,8,115.1885831389591,0
Home,12.97,Female,742 Oneill Shore,Florence,Mississippi,39073,19685,Fine artist,35,Friday,8,19,13,12,44.85380749658201,0
Gas Transport,101.83,Female,6114 Adams Harbor Suite 096,Kingsford Heights,Indiana,46346,1423,"Psychologist, forensic",21,Monday,20,9,30,9,36.56987932639679,0
Shopping Pos,169.83,Male,3603 Mitchell Court,Winfield,West Virginia,25213,5512,Exhibition designer,40,Tuesday,8,15,28,4,91.41919466364783,0
Entertainment,45.72,Female,1976 Tyler Underpass,Early,Iowa,50535,885,"Pilot, airline",70,Thursday,17,20,26,9,63.36479816179725,0
Kids Pets,63.34,Female,343 Hannah Parkway,Comfort,West Virginia,25049,630,Fine artist,61,Monday,42,23,2,3,104.97700626245043,0
Health Fitness,2.32,Male,210 Dean Causeway Suite 130,Alton,Iowa,51003,1700,"Engineer, land",18,Sunday,35,18,15,12,72.05833252824887,0
